,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
4365,106,11,54,0,2
4366,81,8,47,0,8
4367,73,4,47,0,2
4368,65,13,7,3,4
4369,119,15,41,0,2
4370,105,1,78,0,1
4371,64,30,37,0,1
4372,109,10,20,0,6
4373,97,29,76,1,6
4374,65,30,15,0,7
4375,69,14,94,0,2
4376,70,5,70,2,1
4377,111,17,35,0,1
4378,72,31,77,0,3
4379,110,9,26,0,3
4380,146,6,38,0,7
4381,115,34,18,0,1
4382,62,1,64,0,3
4383,112,0,33,0,1
4384,63,31,11,0,1
4385,112,12,93,0,3
4386,134,24,51,0,3
4387,155,6,21,0,4
4388,127,20,46,1,2
4389,103,9,68,0,4
4390,133,4,34,0,2
4391,88,28,23,0,4
4392,112,30,57,0,4
4393,123,1,67,3,1
4394,111,18,63,0,1
4395,116,2,15,0,3
4396,65,7,51,0,1
4397,62,3,44,0,2
4398,118,31,83,0,1
4399,136,30,75,0,2
4400,64,35,85,0,2
4401,68,28,65,0,1
4402,73,5,51,0,2
4403,118,12,8,2,2
4404,73,29,82,0,1
4405,113,6,86,0,7
4406,90,31,9,0,4
4407,74,13,52,0,7
4408,73,18,36,1,1
4409,70,18,74,0,3
4410,110,12,16,0,1
4411,115,2,51,0,1
4412,62,34,85,0,1
4413,95,10,25,1,4
4414,117,10,0,0,1
4415,69,12,79,0,3
4416,68,8,82,5,6
4417,132,28,25,0,2
4418,119,5,69,0,7
4419,104,25,64,0,7
4420,89,35,22,0,2
4421,103,2,91,0,2
4422,71,4,41,0,1
4423,65,31,52,0,1
4424,117,1,76,0,1
4425,137,2,40,0,5
4426,109,10,59,0,2
4427,63,11,5,0,1
4428,113,10,15,0,2
4429,80,23,78,0,3
4430,135,9,6,0,9
4431,92,33,41,1,1
4432,117,18,84,4,8
4433,65,27,16,0,3
4434,78,10,63,0,1
4435,62,26,42,0,1
4436,139,5,29,0,1
4437,67,14,32,5,3
4438,116,7,55,0,9
4439,139,12,10,0,3
4440,106,19,8,0,1
4441,63,16,5,0,5
4442,192,1,27,0,1
4443,240,1,23,0,2
4444,194,25,49,0,3
4445,70,2,80,0,2
4446,105,3,56,0,2
4447,117,8,64,0,1
4448,133,0,35,0,3
4449,88,27,54,0,3
4450,64,24,73,0,2
4451,124,13,1,0,2
4452,77,10,36,1,2
4453,116,10,99,0,3
4454,114,23,54,0,9
4455,117,15,68,0,2
4456,91,25,15,0,6
4457,113,26,13,1,8
4458,67,21,28,0,1
4459,100,30,59,0,7
4460,74,0,83,0,7
4461,99,12,28,0,1
4462,73,23,59,0,1
4463,68,10,93,0,4
4464,90,32,43,0,2
4465,65,23,27,0,1
4466,72,25,32,0,4
4467,70,15,29,4,3
4468,67,7,4,0,2
4469,61,8,99,2,3
4470,63,13,49,0,7
4471,63,6,41,0,1
4472,64,2,56,0,3
4473,62,15,69,0,1
4474,98,29,37,0,1
4475,102,6,74,3,9
4476,61,33,2,0,8
4477,192,35,34,0,2
4478,104,20,25,0,2
4479,89,12,73,4,1
4480,77,10,71,0,1
4481,105,3,56,0,2
4482,71,11,68,0,1
4483,129,2,69,0,2
4484,72,13,34,0,1
4485,137,18,28,4,3
4486,95,7,15,0,5
4487,67,14,82,0,8
4488,118,27,9,0,2
4489,80,27,0,0,1
4490,112,1,45,0,2
4491,87,12,12,1,2
4492,65,6,50,0,2
4493,88,14,22,3,1
4494,63,21,27,0,4
4495,66,32,30,0,7
4496,105,1,37,0,4
4497,115,22,15,1,2
4498,198,29,96,5,1
4499,73,28,69,0,2
4500,126,16,69,0,8
4501,69,9,68,0,1
4502,63,21,12,0,1
4503,116,18,86,0,1
4504,73,10,51,0,1
4505,110,6,62,0,1
4506,103,24,57,1,1
4507,229,32,62,0,5
4508,139,3,51,0,1
4509,134,3,89,0,5
4510,73,34,66,0,4
4511,65,22,24,0,1
4512,96,28,90,5,5
4513,63,29,51,0,9
4514,61,0,62,0,1
4515,82,14,56,3,1
4516,73,27,84,0,3
4517,87,8,96,0,3
4518,74,31,12,0,1
4519,82,15,64,0,1
4520,62,19,3,2,2
4521,64,21,47,0,9
4522,74,11,50,0,1
4523,127,34,34,1,1
4524,61,23,31,0,3
4525,83,8,75,0,1
4526,66,15,66,0,8
4527,122,15,47,0,9
4528,91,3,62,2,1
4529,123,11,2,0,6
4530,61,6,20,1,9
4531,80,0,45,0,1
4532,72,29,8,1,9
4533,103,30,92,0,1
4534,116,23,21,0,2
4535,96,15,29,0,1
4536,101,1,83,4,1
4537,115,2,75,0,2
4538,69,12,89,0,1
4539,106,34,36,1,2
4540,106,6,5,0,1
4541,117,11,63,0,5
4542,185,26,79,0,2
4543,68,9,37,0,2
4544,113,10,15,0,2
4545,70,6,62,1,2
4546,68,3,36,0,9
4547,110,23,25,1,8
4548,69,13,90,0,3
4549,104,11,18,0,1
4550,77,20,6,0,4
4551,69,18,71,2,2
4552,88,29,19,0,1
4553,61,1,47,0,6
4554,68,25,36,0,1
4555,74,22,94,3,2
4556,110,12,45,1,1
4557,68,19,48,0,2
4558,66,24,66,0,5
4559,99,28,93,0,6
4560,79,10,71,0,1
4561,99,12,28,0,1
4562,73,17,44,0,7
4563,122,23,38,0,2
4564,96,6,8,0,1
4565,71,8,71,0,2
4566,73,16,15,2,1
4567,189,24,93,0,6
4568,68,0,93,3,5
4569,70,29,60,0,1
4570,64,24,99,0,2
4571,104,7,27,0,3
4572,101,12,38,0,1
4573,88,7,3,0,2
4574,180,24,9,2,1
4575,69,7,90,0,1
4576,100,20,48,0,6
4577,72,23,7,0,3
4578,84,35,42,0,2
4579,121,28,99,0,3
4580,113,12,59,0,7
4581,69,30,33,0,7
4582,74,15,25,0,5
4583,136,20,98,3,6
4584,125,5,49,3,2
4585,64,11,56,0,1
4586,61,12,77,0,2
4587,62,0,59,0,2
4588,103,6,20,0,1
4589,65,23,27,0,1
4590,92,8,86,0,9
4591,97,33,20,0,7
4592,136,2,23,0,2
4593,65,27,37,2,1
4594,109,23,31,0,6
4595,70,4,8,0,5
4596,114,15,89,0,1
4597,112,13,33,0,1
4598,103,22,6,0,8
4599,71,25,29,0,3
4600,87,25,50,0,1
4601,89,4,86,0,7
4602,66,4,6,2,2
4603,110,20,24,0,6
4604,140,15,87,0,1
4605,69,11,47,0,2
4606,62,1,9,5,2
4607,74,13,42,1,1
4608,126,20,32,0,2
4609,96,8,82,0,2
4610,70,3,35,0,5
4611,70,5,22,1,3
4612,112,35,49,0,1
4613,64,21,32,0,1
4614,63,23,40,0,8
4615,79,11,33,1,2
4616,107,29,29,0,9
4617,112,16,12,0,1
4618,84,4,52,1,4
4619,64,10,94,0,8
4620,63,25,96,0,8
4621,72,24,86,0,3
4622,69,26,3,0,3
4623,95,3,54,0,1
4624,74,6,60,0,1
4625,67,20,14,0,2
4626,97,31,43,0,7
4627,103,25,75,0,7
4628,95,12,17,1,6
4629,96,3,99,1,1
4630,65,8,23,0,1
4631,132,5,88,3,1
4632,72,1,51,0,1
4633,64,17,5,0,3
4634,112,19,71,0,8
4635,237,1,29,0,5
4636,100,17,52,0,2
4637,114,15,13,0,1
4638,64,16,86,0,2
4639,61,11,92,0,8
4640,194,16,29,0,2
4641,131,5,2,0,1
4642,67,14,36,1,2
4643,63,1,56,0,1
4644,89,21,13,0,2
4645,69,7,68,0,1
4646,83,13,62,0,9
4647,103,29,15,0,6
4648,70,1,76,4,1
4649,97,1,66,0,2
4650,151,5,72,0,5
4651,93,30,58,0,1
4652,104,2,14,0,9
4653,96,21,2,0,4
4654,85,11,31,0,2
4655,63,30,34,0,2
4656,93,2,70,0,9
4657,83,22,6,0,1
4658,61,13,60,0,1
4659,65,14,84,1,3
4660,69,6,12,0,1
4661,64,1,53,0,1
4662,89,0,12,0,5
4663,65,23,2,0,1
4664,77,5,10,0,1
4665,69,4,65,0,1
4666,69,9,72,5,3
4667,73,22,13,0,4
4668,116,19,99,0,1
4669,71,1,87,0,8
4670,61,6,48,0,2
4671,119,2,80,1,2
4672,139,17,41,0,3
4673,89,11,84,0,1
4674,69,12,51,0,1
4675,61,13,37,0,2
4676,83,30,72,0,7
4677,108,9,78,0,2
4678,63,8,83,0,1
4679,105,35,46,0,9
4680,73,28,8,0,3
4681,88,22,64,0,1
4682,180,4,45,0,6
4683,78,4,26,1,5
4684,104,23,64,0,2
4685,72,6,55,0,7
4686,66,7,96,0,2
4687,72,27,60,0,1
4688,76,10,95,0,1
4689,104,1,0,0,1
4690,67,7,75,0,5
4691,109,25,31,0,1
4692,76,4,16,0,4
4693,68,16,61,0,1
4694,132,17,34,0,3
4695,66,0,44,0,2
4696,64,27,71,1,1
4697,70,31,39,1,1
4698,123,1,95,0,4
4699,71,4,64,4,2
4700,117,0,42,0,1
4701,97,31,34,2,9
4702,64,0,8,1,1
4703,71,13,97,1,4
4704,83,29,46,0,1
4705,108,33,90,0,9
4706,69,13,15,0,1
4707,84,14,63,0,4
4708,115,8,44,0,3
4709,67,15,85,0,1
4710,61,33,34,0,1
4711,187,14,22,1,1
4712,89,24,35,4,1
4713,69,1,25,0,4
4714,86,29,45,0,2
4715,95,14,15,1,1
4716,94,14,38,1,1
4717,126,34,48,0,1
4718,103,14,19,0,2
4719,234,11,26,0,7
4720,69,17,32,0,2
4721,114,12,84,0,2
4722,89,20,19,0,4
4723,82,30,41,1,3
4724,72,13,20,0,8
4725,128,33,14,0,1
4726,62,1,99,0,5
4727,112,31,21,0,1
4728,103,16,97,0,1
4729,139,24,11,0,5
4730,63,23,88,0,3
4731,73,3,81,1,7
4732,68,10,55,0,2
4733,82,20,74,1,3
4734,91,2,91,1,9
4735,108,22,34,5,7
4736,114,16,6,0,1
4737,89,21,4,1,3
4738,118,0,1,0,1
4739,118,2,48,0,1
4740,171,27,33,2,2
4741,69,12,89,0,1
4742,117,1,76,0,5
4743,66,7,79,1,2
4744,65,2,37,0,4
4745,94,33,38,0,1
4746,74,23,87,1,1
4747,76,10,49,0,2
4748,207,13,68,0,6
4749,70,19,27,0,1
4750,81,4,21,0,1
4751,61,7,38,0,1
4752,96,11,16,0,2
4753,122,22,14,2,9
4754,64,0,99,0,9
4755,62,18,34,0,3
4756,74,15,78,0,1
4757,97,21,81,0,1
4758,122,33,2,4,1
4759,70,10,20,0,1
4760,107,22,96,0,4
4761,80,15,13,0,7
4762,105,33,7,0,3
4763,106,7,72,1,3
4764,62,31,45,1,2
4765,73,12,1,0,1
4766,76,21,32,0,5
4767,63,16,40,0,9
4768,194,34,6,0,3
4769,70,3,64,0,7
4770,115,1,73,0,1
4771,72,31,40,0,2
4772,74,17,15,0,8
4773,72,31,97,0,1
4774,112,1,28,1,1
4775,70,11,14,0,9
4776,66,8,82,0,4
4777,104,20,79,0,8
4778,67,3,38,2,9
4779,87,25,62,0,1
4780,99,15,79,0,5
4781,188,5,67,0,1
4782,63,9,41,0,9
4783,76,28,55,5,3
4784,84,25,2,0,8
4785,73,16,77,0,9
4786,63,3,63,0,2
4787,80,11,32,0,1
4788,71,11,77,0,1
4789,67,13,53,0,4
4790,90,1,69,0,1
4791,79,20,86,0,7
4792,109,27,24,0,1
4793,63,2,82,2,8
4794,66,28,28,3,2
4795,63,13,84,0,1
4796,69,20,38,0,2
4797,137,18,46,0,2
4798,62,4,49,1,1
4799,125,8,55,0,1
4800,93,30,86,0,1
4801,71,3,47,5,4
4802,74,8,9,4,2
4803,115,10,40,2,2
4804,129,8,69,0,9
4805,105,14,25,0,1
4806,63,31,2,0,2
4807,89,4,24,0,4
4808,214,8,89,1,2
4809,190,7,14,0,5
4810,72,21,24,0,3
4811,108,12,37,0,2
4812,139,26,79,0,1
4813,201,11,63,0,2
4814,81,5,95,0,2
4815,135,23,50,0,1
4816,67,3,0,0,6
4817,97,1,4,0,3
4818,66,16,35,4,1
4819,68,14,85,0,6
4820,161,19,71,0,9
4821,69,31,61,2,6
4822,69,21,39,0,1
4823,111,3,92,0,9
4824,69,7,90,0,8
4825,70,24,10,0,1
4826,99,9,25,0,2
4827,70,21,44,0,9
4828,108,30,66,0,9
4829,100,1,55,0,1
4830,61,24,79,1,1
4831,112,6,90,0,1
4832,64,14,39,0,1
4833,218,17,2,0,3
4834,70,24,10,0,1
4835,71,2,94,1,1
4836,114,0,75,0,1
4837,190,31,90,0,9
4838,79,14,22,0,2
4839,62,1,99,0,5
4840,66,15,66,0,8
4841,123,35,38,1,3
4842,84,23,37,1,1
4843,73,25,56,0,2
4844,63,7,3,0,1
4845,62,0,16,0,2
4846,72,0,97,0,2
4847,106,12,54,1,2
4848,239,19,59,0,7
4849,65,9,69,0,2
4850,68,12,40,4,2
4851,61,5,79,0,1
4852,129,19,61,4,1
4853,68,5,4,1,2
4854,71,30,78,0,1
4855,110,31,73,0,3
4856,181,22,79,0,8
4857,107,29,29,0,9
4858,63,32,19,0,2
4859,69,22,36,0,2
4860,61,16,37,0,3
4861,71,1,67,0,2
4862,118,26,43,0,2
4863,191,27,49,0,3
4864,68,14,63,1,1
4865,115,1,71,0,1
4866,70,20,46,2,1
4867,63,3,71,1,1
4868,115,4,48,1,7
4869,104,2,32,0,1
4870,79,20,78,0,2
4871,118,16,52,0,3
4872,65,25,53,0,1
4873,71,1,29,0,2
4874,61,5,86,0,1
4875,63,13,48,0,1
4876,112,9,13,0,3
4877,65,23,39,1,4
4878,72,11,3,0,1
4879,61,30,23,0,1
4880,95,18,35,0,1
4881,114,3,43,0,7
4882,135,8,69,0,2
4883,74,2,62,0,1
4884,133,1,58,2,2
4885,61,6,48,0,2
4886,110,22,12,0,2
4887,65,34,84,0,1
4888,275,3,64,1,1
4889,113,20,44,0,9
4890,111,19,73,1,2
4891,64,33,93,0,1
4892,74,19,22,0,2
4893,67,0,14,0,1
4894,73,18,16,1,2
4895,94,19,76,0,1
4896,67,29,39,0,2
4897,63,30,52,0,3
4898,187,1,7,0,2
4899,86,12,96,0,8
4900,76,8,44,0,3
4901,104,27,37,0,1
4902,86,17,35,0,1
4903,94,14,17,0,2
4904,69,0,65,0,4
4905,102,34,37,0,2
4906,158,0,27,4,6
4907,138,1,34,0,2
4908,68,7,37,0,8
4909,63,22,75,0,3
4910,139,5,56,0,2
4911,86,21,16,0,3
4912,114,8,14,0,2
4913,68,22,86,0,2
4914,67,4,53,0,2
4915,283,33,93,0,2
4916,71,34,14,0,2
4917,97,0,40,0,1
4918,69,4,83,1,2
4919,69,30,97,0,2
4920,82,24,21,0,2
4921,71,17,51,0,3
4922,73,4,47,0,2
4923,73,20,46,0,1
4924,66,26,40,0,3
4925,86,21,76,0,6
4926,73,5,17,0,3
4927,73,17,47,0,2
4928,73,10,93,0,2
4929,112,17,29,0,7
4930,220,30,99,0,2
4931,74,15,9,3,1
4932,73,11,19,0,1
4933,80,5,72,0,3
4934,85,19,8,0,2
4935,63,1,9,0,1
4936,83,14,22,0,1
4937,105,33,2,0,2
4938,98,13,91,0,1
4939,70,17,47,1,1
4940,66,6,3,0,6
4941,116,11,42,0,5
4942,89,34,91,0,6
4943,126,29,61,0,3
4944,209,12,62,0,2
4945,95,12,5,0,1
4946,93,9,44,0,9
4947,74,26,95,1,1
4948,96,1,79,0,2
4949,61,0,58,2,2
4950,102,16,1,0,2
4951,73,31,91,0,3
4952,139,3,51,0,1
4953,86,0,0,0,1
4954,68,18,86,1,1
4955,77,0,87,0,1
4956,64,24,87,1,2
4957,71,31,71,0,6
4958,64,22,34,3,1
4959,65,9,81,0,3
4960,115,1,34,0,1
4961,65,10,16,0,1
4962,110,7,70,0,1
4963,98,19,17,1,2
4964,191,22,38,0,1
4965,72,18,91,0,9
4966,71,4,69,1,1
4967,100,11,23,0,2
4968,95,13,15,0,9
4969,61,3,89,0,1
4970,64,11,22,0,3
4971,122,28,53,0,2
4972,118,6,34,1,1
4973,107,9,9,2,9
4974,86,24,19,0,2
4975,62,2,51,0,1
4976,73,35,52,3,5
4977,80,8,44,0,1
4978,72,14,58,0,1
4979,71,11,21,3,2
4980,128,31,58,0,1
4981,61,7,38,0,1
4982,84,12,59,0,2
4983,71,31,52,0,4
4984,177,9,81,0,1
4985,138,8,31,0,1
4986,125,17,17,0,1
4987,71,10,29,0,2
4988,66,4,30,0,5
4989,89,2,26,0,1
4990,103,25,16,1,1
4991,74,7,57,0,8
4992,109,3,61,0,1
4993,72,19,82,0,3
4994,71,8,84,3,1
4995,72,10,82,0,5
4996,111,6,47,0,3
4997,62,10,19,0,1
4998,71,2,5,0,1
4999,74,2,30,1,4
5000,61,13,79,0,7
5001,105,29,16,0,2
5002,113,6,75,0,3
5003,65,23,27,0,2
5004,74,20,27,0,7
5005,86,0,63,0,1
5006,117,5,86,1,6
5007,64,18,59,0,2
5008,87,4,4,3,1
5009,105,18,54,2,2
5010,82,24,86,0,2
5011,93,10,32,0,1
5012,62,15,7,0,2
5013,69,2,76,0,3
5014,102,27,29,0,5
5015,67,3,19,0,1
5016,63,4,55,1,3
5017,73,6,85,0,2
5018,193,5,40,0,9
5019,106,32,4,0,1
5020,71,17,15,0,2
5021,65,2,37,0,4
5022,88,4,51,0,3
5023,77,17,41,0,2
5024,118,18,66,1,2
5025,111,14,18,0,1
5026,64,1,22,0,1
5027,107,15,58,1,1
5028,166,4,49,0,4
5029,95,1,18,0,1
5030,65,11,46,0,3
5031,131,6,44,1,3
5032,92,18,75,1,5
5033,97,31,24,0,3
5034,73,4,95,0,1
5035,118,25,29,0,7
5036,111,1,50,0,3
5037,148,26,76,0,2
5038,73,3,23,0,2
5039,88,4,83,0,1
5040,70,33,9,0,1
5041,61,2,61,0,2
5042,72,9,21,0,1
5043,186,7,13,0,5
5044,127,20,92,0,1
5045,65,11,69,0,1
5046,71,23,47,0,1
5047,76,16,56,0,3
5048,69,16,42,0,2
5049,80,5,72,0,3
5050,72,15,49,0,2
5051,97,0,36,0,2
5052,74,23,0,0,8
5053,92,30,81,0,2
5054,61,28,4,4,2
5055,67,16,45,0,5
5056,80,28,21,0,1
5057,102,25,48,0,1
5058,67,0,13,0,9
5059,105,25,1,0,2
5060,137,21,82,0,1
5061,63,32,73,0,4
5062,182,10,48,1,9
5063,165,27,38,0,1
5064,94,12,3,0,2
5065,87,3,43,0,1
5066,74,8,92,0,1
5067,67,7,74,0,1
5068,69,7,73,0,4
5069,71,11,48,0,1
5070,84,18,25,1,4
5071,116,7,57,0,2
5072,88,0,93,0,2
5073,104,7,30,0,2
5074,261,33,44,0,1
5075,62,6,9,0,2
5076,137,2,70,0,8
5077,98,19,96,1,1
5078,71,30,80,0,3
5079,128,34,47,0,3
5080,121,3,55,0,1
5081,65,3,71,0,1
5082,107,30,28,0,7
5083,65,16,61,0,9
5084,101,18,39,0,2
5085,109,27,9,0,2
5086,63,12,21,0,2
5087,72,34,46,0,2
5088,130,12,15,0,1
5089,159,5,28,3,1
5090,70,18,31,2,1
5091,119,20,89,3,1
5092,170,34,24,3,1
5093,139,2,33,1,2
5094,191,19,0,0,2
5095,65,12,57,3,1
5096,73,18,45,0,5
5097,65,9,81,0,3
5098,67,35,50,2,2
5099,72,16,98,0,4
5100,74,3,68,0,1
5101,72,14,53,0,4
5102,67,7,44,0,2
5103,132,10,42,0,1
5104,74,5,73,0,2
5105,62,32,31,0,3
5106,116,12,76,1,2
5107,100,16,20,0,1
5108,70,11,74,0,1
5109,98,34,68,0,2
5110,83,25,91,4,1
5111,73,12,22,0,6
5112,117,2,41,0,1
5113,63,9,3,0,2
5114,104,6,19,0,2
5115,98,33,87,1,1
5116,72,35,21,0,7
5117,108,22,87,0,8
5118,131,5,63,1,6
5119,94,14,38,1,1
5120,66,0,58,4,1
5121,110,6,62,0,1
5122,106,7,44,0,4
5123,61,28,32,1,9
5124,76,25,4,0,3
5125,157,17,1,0,2
5126,112,25,61,0,5
5127,106,23,45,0,5
5128,126,4,59,0,2
5129,64,13,11,0,1
5130,62,11,18,4,2
5131,77,15,30,3,1
5132,62,26,57,4,9
5133,186,0,67,2,5
5134,106,13,44,0,9
5135,82,14,27,2,2
5136,97,1,40,0,2
5137,116,11,42,0,5
5138,139,19,67,0,2
5139,92,19,75,2,2
5140,132,12,2,0,6
5141,99,33,30,0,3
5142,130,20,8,0,1
5143,62,11,45,0,1
5144,100,17,21,2,4
5145,124,6,34,0,1
5146,79,19,34,0,9
5147,62,0,59,0,2
5148,187,24,92,1,2
5149,108,3,44,0,3
5150,62,11,44,0,1
5151,64,32,66,0,7
5152,72,23,13,0,8
5153,112,6,40,1,2
5154,66,7,17,1,2
5155,88,21,4,0,3
5156,95,16,1,0,1
5157,119,0,52,2,2
5158,70,22,67,3,1
5159,69,4,73,0,1
5160,65,25,73,0,3
5161,72,7,56,1,2
5162,109,27,7,1,4
5163,69,23,9,1,8
5164,118,10,16,0,2
5165,90,33,66,1,6
5166,87,0,31,1,6
5167,63,22,96,0,1
5168,100,4,22,1,2
5169,74,5,69,0,1
5170,110,3,21,1,2
5171,100,1,53,0,3
5172,167,0,11,0,5
5173,79,23,31,0,7
5174,113,32,67,0,2
5175,70,11,68,0,2
5176,69,10,12,0,7
5177,70,4,63,0,2
5178,92,33,62,2,1
5179,95,19,41,1,9
5180,72,28,65,1,2
5181,64,31,19,3,1
5182,92,3,7,0,2
5183,117,13,69,0,1
5184,118,1,70,0,1
5185,112,10,48,0,1
5186,119,9,8,0,3
5187,108,7,29,0,1
5188,67,7,1,0,7
5189,62,26,10,0,1
5190,90,9,23,0,1
5191,73,17,64,0,3
5192,95,1,69,0,2
5193,73,6,11,0,1
5194,115,11,44,0,3
5195,205,14,63,0,4
5196,114,29,82,0,2
5197,64,10,99,2,3
5198,72,24,73,0,2
5199,74,28,41,0,8
5200,125,22,80,0,9
5201,65,9,84,0,3
5202,105,15,56,0,2
5203,188,18,34,0,5
5204,84,16,72,0,1
5205,97,19,71,0,8
5206,154,13,7,0,5
5207,101,1,83,4,1
5208,67,18,90,0,2
5209,74,15,61,0,2
5210,68,35,45,0,1
5211,101,29,25,0,1
5212,94,17,24,0,2
5213,104,0,28,0,3
5214,73,2,59,0,1
5215,183,24,40,0,9
5216,238,29,90,1,4
5217,66,32,30,0,7
5218,141,25,27,0,3
5219,104,24,49,0,6
5220,64,35,59,0,1
5221,73,5,53,0,2
5222,68,30,26,0,2
5223,109,5,20,4,7
5224,115,25,14,0,2
5225,61,21,24,0,2
5226,107,15,63,0,8
5227,80,30,96,0,2
5228,67,15,75,3,1
5229,92,6,23,3,2
5230,69,5,26,0,2
5231,63,8,80,1,1
5232,119,7,16,0,7
5233,68,13,11,0,1
5234,80,31,67,0,1
5235,89,32,59,0,2
5236,80,15,88,0,3
5237,103,8,50,0,1
5238,68,20,42,0,2
5239,77,23,11,0,3
5240,72,9,71,0,3
5241,125,2,84,0,1
5242,61,29,38,0,7
5243,103,11,79,1,2
5244,96,28,62,0,4
5245,102,34,37,0,3
5246,66,31,76,0,2
5247,114,0,17,0,8
5248,71,17,15,0,2
5249,61,14,33,0,9
5250,115,21,46,0,2
5251,70,11,51,0,1
5252,68,9,1,0,6
5253,122,8,32,0,6
5254,66,17,90,0,1
5255,64,27,43,0,3
5256,71,17,15,0,2
5257,119,29,54,2,1
5258,71,3,32,0,1
5259,91,16,44,4,3
5260,127,11,86,0,3
5261,74,4,54,0,2
5262,63,13,26,0,2
5263,81,23,71,0,2
5264,179,33,3,0,1
5265,112,12,93,0,3
5266,70,28,26,0,2
5267,68,10,1,0,2
5268,71,4,41,0,1
5269,95,13,20,0,5
5270,94,1,39,0,1
5271,61,11,50,0,1
5272,129,4,45,0,2
5273,114,7,66,0,6
5274,153,25,5,0,1
5275,67,15,72,0,2
5276,103,34,74,0,1
5277,66,7,55,0,5
5278,73,22,1,0,2
5279,188,28,46,0,2
5280,80,25,80,0,2
5281,73,28,85,0,2
5282,87,15,74,0,1
5283,68,0,31,0,9
5284,61,1,61,0,1
5285,108,3,44,0,3
5286,83,6,27,0,9
5287,108,22,92,0,2
5288,62,32,13,0,2
5289,66,16,77,0,2
5290,93,19,45,0,3
5291,83,3,72,3,1
5292,71,0,79,0,1
5293,93,30,10,1,2
5294,81,6,49,0,2
5295,74,26,44,0,1
5296,90,18,84,0,2
5297,71,31,30,0,5
5298,107,14,90,0,3
5299,61,7,57,0,3
5300,138,20,11,0,1
5301,126,6,54,0,1
5302,71,9,6,0,3
5303,67,19,82,1,3
5304,69,20,50,0,2
5305,103,3,79,1,1
5306,90,28,61,0,2
5307,137,13,3,0,2
5308,65,9,1,0,1
5309,115,10,55,0,2
5310,67,3,17,0,2
5311,69,21,37,1,2
5312,61,22,94,0,2
5313,109,31,59,0,7
5314,96,17,10,0,7
5315,64,12,58,0,2
5316,86,5,61,3,2
5317,105,0,47,0,2
5318,106,25,76,5,2
5319,139,18,21,0,1
5320,67,35,13,1,2
5321,70,12,12,0,2
5322,103,17,27,0,8
5323,70,16,47,0,3
5324,80,29,70,0,1
5325,68,16,99,0,3
5326,73,22,41,3,2
5327,65,7,68,0,6
5328,66,26,33,0,2
5329,80,28,38,0,3
5330,98,13,63,0,2
5331,61,11,63,0,1
5332,115,10,55,0,2
5333,65,23,27,0,1
5334,85,6,76,0,1
5335,102,5,57,0,1
5336,83,5,56,0,1
5337,133,26,18,0,1
5338,115,7,56,1,4
5339,106,11,17,0,1
5340,61,0,31,0,6
5341,122,18,10,0,2
5342,103,3,28,0,1
5343,114,25,47,0,2
5344,94,11,17,0,4
5345,77,32,0,0,1
5346,199,7,93,0,2
5347,62,2,64,0,2
5348,83,23,2,0,4
5349,70,12,94,0,2
5350,68,2,70,0,2
5351,119,13,13,0,1
5352,133,13,83,0,2
5353,68,8,30,1,8
5354,107,9,18,0,1
5355,71,17,25,0,7
5356,93,4,63,0,1
5357,97,0,40,0,1
5358,77,6,46,0,1
5359,68,29,91,0,6
5360,68,34,37,0,6
5361,99,28,50,1,5
5362,61,0,31,0,2
5363,89,19,19,0,9
5364,112,6,0,0,1
5365,118,7,91,0,4
5366,68,31,30,1,3
5367,71,12,63,5,1
5368,81,21,37,0,4
5369,70,15,52,0,2
5370,109,28,92,1,3
5371,80,1,81,2,2
5372,228,17,50,0,9
5373,71,29,21,0,1
5374,97,27,17,0,1
5375,66,16,35,4,1
5376,181,22,79,0,8
5377,62,20,88,0,6
5378,136,11,97,0,1
5379,73,25,5,0,1
5380,83,13,62,0,9
5381,196,7,62,0,2
5382,68,6,87,0,1
5383,107,21,65,0,1
5384,113,32,66,0,2
5385,111,2,37,0,9
5386,79,22,50,0,1
5387,83,24,60,0,1
5388,109,31,74,0,3
5389,111,4,85,3,1
5390,129,13,4,0,7
5391,104,35,79,0,3
5392,66,6,4,0,7
5393,69,2,70,1,1
5394,93,18,67,0,2
5395,86,2,22,1,2
5396,73,4,47,0,2
5397,107,3,65,0,3
5398,74,9,2,0,3
5399,118,31,83,0,1
5400,74,5,39,0,8
5401,69,15,4,0,1
5402,65,15,26,0,3
5403,123,35,54,0,2
5404,100,16,36,0,2
5405,74,35,28,0,1
5406,62,6,88,0,1
5407,72,12,61,0,6
5408,94,6,61,0,1
5409,79,28,94,0,1
5410,146,4,10,0,2
5411,108,26,94,0,4
5412,72,12,61,0,6
5413,79,6,70,0,4
5414,97,9,91,0,4
5415,63,30,34,0,2
5416,105,18,38,1,3
5417,134,14,15,0,6
5418,62,30,29,1,1
5419,65,16,93,0,1
5420,105,3,22,0,1
5421,71,6,52,0,8
5422,68,9,3,0,2
5423,114,21,41,0,4
5424,91,23,51,0,3
5425,73,17,44,0,7
5426,69,7,10,0,1
5427,128,6,75,0,3
5428,67,8,70,1,1
5429,64,17,6,0,1
5430,97,1,66,0,2
5431,74,27,52,0,1
5432,74,33,58,0,3
5433,190,6,34,2,2
5434,119,34,41,0,5
5435,102,13,89,0,2
5436,110,15,44,0,2
5437,177,11,90,0,1
