,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
815,90279,115,7,64,0,2,372
816,37657,72,3,56,0,3,542
817,53310,189,26,33,3,1,1360
818,37657,105,5,42,0,5,504
819,22234,160,0,92,0,3,768
820,91375,99,22,89,0,2,72
821,22250,86,10,36,0,3,720
822,37657,80,9,69,0,7,576
823,37657,84,18,25,1,4,481
824,51179,71,10,25,0,2,466
825,38667,72,8,67,0,1,159
826,79487,114,20,87,0,1,547
827,67763,107,28,10,2,9,41
828,37657,62,8,81,2,6,503
829,37657,71,5,20,0,5,859
830,71943,112,8,51,0,4,305
831,53526,68,27,69,0,4,278
832,35005,295,14,46,0,2,1416
833,24721,67,3,76,0,1,139
834,37657,102,29,72,2,2,734
835,88997,72,9,71,0,3,174
836,48587,111,7,14,0,2,532
837,76310,67,1,33,0,1,321
838,73205,92,9,18,0,1,37
839,51056,78,27,86,0,2,95
840,58414,210,7,24,2,1,1008
841,23940,107,13,34,0,7,513
842,37657,62,26,18,0,1,446
843,44216,71,24,36,0,2,72
844,27972,61,7,38,0,1,292
845,37657,69,27,48,0,9,331
846,29305,66,1,38,0,1,475
847,53882,69,14,33,0,1,331
848,91757,69,29,58,1,1,331
849,33906,64,25,49,0,2,401
850,68158,139,28,87,1,4,253
851,37657,134,24,86,3,5,643
852,42165,123,22,66,0,1,799
853,37657,101,24,11,0,1,727
854,30817,88,25,43,0,1,91
855,68074,65,12,62,0,1,27
856,37657,131,20,59,0,2,842
857,71135,92,11,64,1,3,270
858,37657,61,30,35,0,3,292
859,37722,116,8,23,0,8,158
860,37657,139,5,56,0,2,667
861,44705,71,21,63,0,6,148
862,64642,96,3,79,0,2,404
863,50071,71,3,32,0,1,18
864,46754,106,5,70,1,9,513
865,64801,64,23,19,0,2,268
866,70410,83,25,13,0,1,131
867,66957,131,31,4,1,1,628
868,24213,78,11,28,1,2,374
869,37657,101,1,83,4,1,960
870,79751,63,15,67,0,1,392
871,86122,182,33,54,1,1,873
872,82297,116,5,62,0,1,0
873,82210,68,33,46,4,1,51
874,43259,73,12,18,0,2,350
875,37657,79,7,72,0,2,379
876,25064,62,17,34,0,1,297
877,25816,119,18,63,0,1,571
878,37657,73,14,74,0,8,350
879,41662,69,27,73,0,6,217
880,96170,92,8,86,0,1,441
881,46072,64,0,61,0,4,25
882,37931,99,8,31,0,2,475
883,35127,62,9,21,0,5,297
884,72450,66,21,58,0,1,84
885,93087,131,14,25,3,1,628
886,22398,67,23,76,2,1,321
887,92983,87,9,77,1,2,153
888,27689,239,0,72,2,1,2893
889,69654,118,10,50,0,7,629
890,80744,111,15,19,0,2,361
891,37657,112,13,59,0,1,1185
892,37657,64,7,5,1,2,460
893,76358,66,25,3,0,2,86
894,18608,71,13,24,0,1,340
895,73168,70,21,50,0,3,425
896,21190,65,24,68,2,1,312
897,94041,66,14,11,0,1,159
898,91474,113,9,99,0,2,24
899,61469,63,16,65,5,3,302
900,16618,62,0,40,0,1,219
901,48081,188,31,12,0,5,881
902,67632,121,0,44,0,4,26
903,34115,119,6,73,0,6,466
904,23051,99,31,86,0,1,475
905,23748,99,0,24,0,2,607
906,40589,69,23,68,0,2,331
907,50809,83,29,58,0,2,290
908,66676,97,0,40,0,1,558
909,52339,70,7,55,3,2,336
910,14973,115,2,75,0,2,828
911,37657,83,2,47,0,4,540
912,31546,65,4,83,0,9,100
913,67763,73,17,69,1,1,59
914,83170,97,0,53,0,2,344
915,19464,84,10,94,1,1,871
916,66943,65,33,10,1,7,53
917,81872,115,10,55,0,2,256
918,50450,90,11,68,0,2,135
919,21342,62,34,72,0,3,74
920,34621,108,21,32,1,8,621
921,62396,64,13,18,0,2,307
922,97212,93,28,61,0,1,360
923,49648,70,0,23,0,1,65
924,97984,61,1,36,1,5,407
925,26308,114,10,30,0,3,547
926,63528,256,15,23,0,1,1228
927,20225,114,27,64,1,6,547
928,37657,112,3,84,0,7,806
929,87620,64,3,15,0,2,24
930,37657,72,22,79,0,2,311
931,34990,65,23,73,0,1,42
932,99934,71,9,12,0,3,460
933,85702,67,9,74,0,6,249
934,94648,69,19,64,0,1,331
935,24516,71,11,23,0,8,300
936,61063,85,21,4,0,2,262
937,37657,74,27,91,0,1,263
938,37657,64,23,71,0,6,307
939,15169,63,34,15,0,3,302
940,55390,71,34,29,0,2,256
941,27592,62,6,29,0,1,297
942,88264,62,8,34,0,1,297
943,83297,113,6,28,0,1,542
944,37657,188,35,82,0,7,1353
945,37657,90,21,21,0,2,432
946,55897,104,33,5,0,1,499
947,21297,71,26,56,0,1,45
948,87560,98,4,86,1,2,470
949,37657,96,5,7,4,1,691
950,37657,85,3,53,0,1,408
951,89398,86,5,57,0,1,82
952,36843,68,12,11,3,1,357
953,37657,134,23,16,0,4,643
954,34946,65,30,63,0,1,420
955,75680,78,27,6,0,6,136
956,37657,69,23,13,0,7,331
957,37722,116,8,23,0,8,158
958,10269,65,12,5,0,3,170
959,49714,63,29,64,3,4,266
960,77517,129,19,20,0,2,98
961,81082,73,5,85,0,4,281
962,72540,88,7,3,0,2,631
963,37657,65,8,58,0,1,468
964,61546,68,4,27,0,3,29
965,44818,67,25,41,1,2,136
966,17622,65,1,36,1,3,312
967,37657,72,14,24,0,1,518
968,79797,84,27,46,0,1,31
969,36234,63,0,44,0,5,113
970,28919,173,5,88,0,3,830
971,37657,68,6,93,0,8,480
972,63568,65,19,5,0,2,390
973,73935,64,13,29,1,1,72
974,37657,66,15,56,0,3,316
975,18846,115,16,84,0,3,552
976,38893,103,19,40,0,9,41
977,37657,153,25,5,0,1,1027
978,84824,196,7,4,0,9,319
979,20068,86,8,28,0,3,411
980,37657,125,21,34,0,1,600
981,37657,135,32,61,0,8,648
982,97245,70,29,29,0,2,4
983,51808,61,3,12,1,1,351
984,71391,67,29,39,0,2,284
985,37657,73,17,44,0,7,496
986,37657,100,5,54,0,7,925
987,23496,77,17,88,0,8,13
988,22562,65,4,81,0,1,312
989,23986,119,31,3,0,1,463
990,22974,71,0,8,0,1,180
991,37657,101,21,35,0,2,484
992,61844,106,19,74,0,2,508
993,24804,73,19,98,0,2,350
994,27760,104,13,71,0,2,302
995,74454,71,25,29,0,3,340
996,29462,107,28,23,1,1,513
997,52266,68,14,98,0,1,141
998,37657,70,18,99,0,2,349
999,23599,103,20,46,0,1,494
1000,36088,72,16,31,0,9,345
1001,70534,104,31,71,0,3,54
1002,27398,125,4,71,1,2,600
1003,85296,68,15,47,0,6,342
1004,31063,92,20,19,0,2,441
1005,37657,92,8,28,0,3,1027
1006,52367,81,25,64,0,1,275
1007,58651,71,6,95,0,3,472
1008,84831,192,13,37,0,2,1336
1009,49088,114,17,87,1,2,547
1010,70263,93,30,66,0,5,7
1011,45354,285,5,51,0,1,540
1012,37657,63,11,73,0,2,383
1013,28334,83,3,44,0,7,537
1014,38772,90,8,87,0,2,321
1015,41479,94,14,38,1,1,19
1016,23909,119,21,86,0,2,571
1017,48328,63,22,12,0,7,108
1018,86689,85,3,72,0,1,408
1019,24204,99,25,41,1,1,707
1020,25943,110,26,83,0,1,1067
1021,37657,73,5,72,0,7,807
1022,62375,92,34,34,0,1,618
1023,37657,71,7,24,0,2,404
1024,37657,148,8,18,0,2,710
1025,70200,65,25,10,0,2,312
1026,37657,112,16,62,0,1,707
1027,79027,70,13,37,0,5,336
1028,26736,63,6,64,0,1,367
1029,26893,68,1,31,0,5,68
1030,47406,94,2,96,1,6,287
1031,17622,65,1,36,1,3,312
1032,27572,124,11,57,0,2,595
1033,37657,72,7,34,2,7,391
1034,32802,114,31,8,0,1,547
1035,18400,89,26,52,0,8,640
1036,90844,118,10,98,0,2,232
1037,44685,69,1,41,0,2,331
1038,37657,80,30,8,0,1,336
1039,42589,98,8,73,0,1,470
1040,37657,72,17,55,0,2,345
1041,63009,112,17,49,0,2,485
1042,79583,109,12,76,2,1,523
1043,89129,64,24,93,0,1,328
1044,37657,69,23,15,0,1,496
1045,94389,107,16,76,0,8,85
1046,37657,197,5,50,0,9,1418
1047,84106,64,0,86,0,2,334
1048,37657,69,2,71,0,1,42
1049,76717,66,26,10,0,6,300
1050,51978,66,18,81,0,1,144
1051,47325,107,0,92,0,6,64
1052,86721,111,33,10,0,3,532
1053,24910,63,7,63,1,1,347
1054,90125,110,1,72,0,3,128
1055,37657,73,24,40,2,9,525
1056,89451,63,11,2,0,1,61
1057,59537,66,23,5,0,7,316
1058,37657,199,6,37,0,1,955
1059,54193,117,2,83,0,2,720
1060,86946,118,13,14,0,7,340
1061,37657,92,15,36,0,2,546
1062,12160,109,5,34,0,1,489
1063,33701,63,16,67,0,5,171
1064,33531,116,11,15,0,1,801
1065,69417,73,30,78,1,1,30
1066,38644,78,28,0,1,1,361
1067,63209,102,20,28,2,2,207
1068,16061,88,26,23,0,1,633
1069,79487,114,20,87,0,1,547
1070,54230,112,10,21,0,9,537
1071,71210,214,8,89,1,2,1027
1072,94903,94,3,38,0,1,451
1073,27293,96,20,55,0,6,469
1074,70950,171,6,12,0,1,565
1075,37657,63,19,9,0,1,302
1076,37009,71,1,45,0,1,145
1077,52629,65,30,22,0,6,136
1078,31264,198,9,54,1,2,825
1079,65473,67,4,14,0,2,277
1080,37657,65,13,7,0,1,468
1081,99144,61,29,51,0,1,292
1082,22520,73,17,64,0,3,350
1083,36615,65,14,7,0,5,264
1084,64455,108,5,43,0,2,133
1085,76374,61,21,28,0,7,292
1086,35457,105,0,93,0,1,641
1087,56005,68,31,30,1,3,326
1088,61040,79,12,24,1,4,20
1089,81367,103,2,32,0,4,415
1090,44817,83,23,89,0,2,527
1091,58508,69,32,11,0,1,57
1092,45259,138,1,27,0,4,272
1093,30817,88,25,43,0,1,91
1094,37657,72,3,65,0,1,345
1095,40870,105,3,56,0,2,504
1096,35001,96,18,87,3,1,460
1097,49937,64,1,45,0,2,302
1098,37657,109,35,75,0,1,523
1099,58317,73,0,56,0,2,350
1100,37657,109,15,61,0,7,523
1101,17101,113,1,88,0,2,542
1102,37657,118,14,64,0,4,566
1103,37657,65,24,53,0,3,468
1104,24398,63,14,79,1,3,302
1105,24641,61,16,57,0,1,294
1106,69040,108,4,88,0,1,518
1107,17101,113,1,88,0,2,542
1108,59886,104,30,1,0,4,71
1109,14290,271,20,40,0,1,1300
1110,43137,96,8,41,0,8,460
1111,27978,69,3,21,1,7,447
1112,25261,118,31,9,0,1,566
1113,58652,64,14,75,5,1,307
1114,28321,111,34,32,0,1,537
1115,37657,69,35,79,0,2,496
1116,37657,72,20,12,0,6,518
1117,37657,88,17,25,0,6,633
1118,94415,127,6,53,1,1,492
1119,37657,103,4,67,0,2,1149
1120,45331,100,0,8,0,2,572
1121,53904,67,1,17,2,1,321
1122,37657,74,18,58,0,2,811
1123,37657,70,11,36,2,7,336
1124,37657,67,20,38,0,8,482
1125,28142,105,18,50,0,1,701
1126,74422,85,4,3,1,3,95
1127,35095,73,25,56,0,2,525
1128,55588,114,15,40,0,2,547
1129,52391,71,9,32,0,3,409
1130,42240,79,25,10,0,2,46
1131,70146,96,28,65,0,1,157
1132,41121,94,20,56,0,2,451
1133,71210,214,8,89,1,2,1027
1134,37657,107,34,70,1,1,1261
1135,41228,71,19,13,0,1,340
1136,40598,91,35,98,0,5,302
1137,37657,91,28,59,0,1,596
1138,51790,71,12,43,0,1,340
1139,92593,68,4,53,0,1,8
1140,28657,100,4,55,0,2,588
1141,30262,98,0,96,1,9,499
1142,47197,81,19,91,0,2,76
1143,37657,94,25,20,0,6,451
1144,37657,61,2,15,0,2,541
1145,37657,134,22,68,0,1,964
1146,22093,87,15,8,0,9,616
1147,54483,61,6,57,0,1,292
1148,18944,63,20,64,0,1,125
1149,84365,66,14,42,0,2,316
1150,37657,64,20,13,0,4,137
1151,25147,101,7,54,0,1,694
1152,14315,71,33,16,0,1,511
1153,87864,94,19,42,0,8,421
1154,57844,85,16,31,1,2,408
1155,17913,116,0,39,0,1,556
1156,28806,99,35,75,0,2,475
1157,90343,175,11,68,0,3,833
1158,79041,199,14,48,0,3,419
1159,99845,110,23,25,1,8,528
1160,85019,167,26,92,0,1,801
1161,70059,194,1,97,0,1,253
1162,70503,164,11,11,1,2,41
1163,37657,117,9,78,0,1,561
1164,39492,105,20,81,0,1,756
1165,37657,68,9,34,0,1,489
1166,50405,70,6,21,1,9,7
1167,96021,68,5,30,0,5,315
1168,37657,65,26,97,0,1,422
1169,37657,105,13,22,0,1,756
1170,65794,69,10,14,1,1,277
1171,21975,95,28,63,0,1,456
1172,37657,126,19,17,0,4,604
1173,56649,125,12,8,0,1,780
1174,37657,181,22,96,0,2,868
1175,92296,69,4,65,0,1,331
1176,39448,103,10,14,3,5,66
1177,71794,131,19,48,0,1,457
1178,21861,69,3,11,0,1,348
1179,31591,72,17,65,4,1,240
1180,60662,68,10,38,0,2,326
1181,20608,73,10,24,0,1,350
1182,21331,103,18,84,0,2,419
1183,37657,66,16,19,1,2,252
1184,90783,104,0,38,2,2,285
1185,36631,62,30,77,0,1,67
1186,37657,87,15,46,0,6,417
1187,26030,139,25,29,1,2,667
1188,37657,70,6,24,0,6,469
1189,37657,113,14,77,0,1,542
1190,25302,70,13,16,1,2,336
1191,16483,90,14,68,0,9,320
1192,37657,82,29,92,0,2,590
1193,73222,180,24,43,0,3,821
1194,22061,74,25,25,0,8,355
1195,86321,66,7,25,0,1,316
1196,54668,68,3,41,1,6,326
1197,37657,62,15,80,0,3,297
1198,69497,142,30,31,0,2,92
1199,86617,63,9,10,0,1,188
1200,22705,239,19,59,0,7,1294
1201,20836,79,25,2,0,9,193
1202,88410,99,30,31,0,1,475
1203,37657,69,26,33,0,9,496
1204,21073,106,25,54,1,3,508
1205,37657,66,16,77,0,2,316
1206,66429,136,35,93,0,1,57
1207,66889,80,6,16,0,1,294
1208,36088,72,16,31,0,9,345
1209,75217,61,12,47,1,2,147
1210,37657,68,8,9,0,2,489
1211,17557,96,6,5,0,1,666
1212,81064,70,20,4,4,3,42
1213,37657,66,2,45,0,5,700
1214,75313,89,16,64,1,2,527
1215,45703,98,17,36,0,9,470
1216,40036,65,2,85,0,2,48
1217,37657,71,23,84,0,1,191
1218,65870,61,21,40,1,2,202
1219,91469,100,11,89,2,2,418
1220,42090,119,0,61,0,3,203
1221,21368,79,7,2,0,6,4
1222,78362,73,16,66,0,2,525
1223,33879,98,16,82,0,2,470
1224,72874,70,26,31,0,6,336
1225,37657,82,29,23,1,2,393
1226,37657,110,9,23,0,6,550
1227,72215,66,22,23,0,2,247
1228,39854,66,6,4,0,7,261
1229,36655,61,15,81,0,9,295
1230,37995,139,16,50,0,1,667
1231,40867,112,21,98,0,7,537
1232,28804,78,6,84,0,3,76
1233,48409,124,13,60,0,2,345
1234,19683,117,17,41,1,9,561
1235,88706,110,14,72,1,2,528
1236,89689,74,14,4,0,2,136
1237,67241,68,22,6,1,9,5
1238,75436,78,10,20,0,2,9
1239,91761,109,33,20,2,1,779
1240,25771,222,21,58,0,4,1253
1241,60920,64,10,61,0,2,231
1242,96869,101,25,97,0,3,628
1243,17752,77,26,87,0,1,369
1244,60944,130,10,38,2,4,623
1245,22081,84,1,9,0,6,451
1246,73695,84,28,84,0,1,403
1247,37657,130,11,0,0,1,936
1248,95697,61,16,55,0,1,114
1249,15300,85,17,16,0,9,408
1250,37657,131,34,61,0,9,628
1251,12902,139,3,51,0,1,667
1252,29809,61,13,17,0,9,365
1253,37657,74,17,27,0,2,355
1254,37657,96,21,18,0,3,460
1255,25998,71,16,38,0,2,791
1256,28248,90,25,89,0,1,634
1257,68103,82,28,91,0,1,277
1258,37657,103,33,54,0,3,741
1259,81079,111,11,5,0,1,134
1260,22732,62,31,35,0,1,15
1261,49825,70,14,27,3,2,336
1262,37657,103,11,92,0,1,621
1263,77265,107,23,9,0,1,513
1264,37657,72,20,41,0,7,779
1265,12876,107,8,90,2,3,425
1266,36431,99,27,59,0,2,513
1267,25927,103,6,20,0,1,674
1268,26811,72,22,82,0,3,465
1269,41711,90,3,89,0,1,351
1270,35091,74,27,19,0,9,418
1271,37657,87,17,33,0,3,417
1272,22081,84,1,9,0,6,451
1273,37657,93,7,90,1,5,446
1274,31320,72,30,95,0,5,293
1275,37657,153,25,5,0,1,1027
1276,33947,66,10,48,1,1,192
1277,37657,62,10,31,0,2,446
1278,21189,66,4,2,0,2,316
1279,73759,114,2,25,3,6,547
1280,37657,114,3,93,0,1,820
1281,44988,108,30,57,0,3,518
1282,33432,90,28,43,0,2,161
1283,46503,215,4,21,1,1,1032
1284,37657,101,12,12,0,6,973
1285,23636,65,19,10,0,3,81
1286,66429,136,35,93,0,1,57
1287,28466,102,33,91,0,1,371
1288,58082,112,31,66,1,1,103
1289,36523,71,28,67,0,2,101
1290,54710,103,13,46,0,2,294
1291,73466,102,2,71,1,6,204
1292,51643,283,16,43,0,1,1358
1293,83846,74,22,94,3,2,355
1294,37657,169,31,77,0,1,1207
1295,53338,63,24,35,1,1,35
1296,75203,80,0,13,1,2,384
1297,60475,107,9,18,0,1,513
1298,30658,89,6,67,0,2,441
1299,37657,102,28,11,0,1,660
1300,60420,248,8,74,0,8,632
1301,37657,65,9,31,0,2,312
1302,62739,70,29,80,0,3,239
1303,15144,90,2,71,0,1,372
1304,44428,104,17,61,0,2,499
1305,58297,97,19,94,5,1,647
1306,42191,74,2,43,1,2,68
1307,26057,74,3,63,0,2,523
1308,26608,73,12,14,0,6,234
1309,37657,63,8,27,0,9,272
1310,66429,136,35,93,0,1,57
1311,25970,72,18,30,3,2,430
1312,48268,223,28,26,0,2,1605
1313,24279,126,16,97,0,2,604
1314,37657,121,11,92,0,5,871
1315,37657,128,30,26,0,5,921
1316,71879,64,1,64,0,2,9
1317,57760,78,9,67,0,3,223
1318,20976,129,20,86,1,1,735
1319,67137,111,0,49,5,6,314
1320,50148,65,0,45,0,1,323
1321,23008,79,29,49,1,1,80
1322,37657,82,12,67,0,1,590
1323,84869,85,5,65,0,4,408
1324,37657,66,21,67,0,1,316
1325,86860,107,13,29,0,1,513
1326,44695,79,14,51,2,2,81
1327,37657,77,35,38,0,1,554
1328,23046,65,18,7,3,2,1
1329,37657,73,1,44,0,4,392
1330,84811,111,27,38,0,2,278
1331,37657,91,13,89,0,4,436
1332,37657,69,29,35,0,1,331
1333,40117,108,6,55,0,2,750
1334,72140,87,22,66,2,1,417
1335,37657,136,5,46,0,1,652
1336,12495,65,32,62,0,1,312
1337,37657,67,33,75,2,1,482
1338,37657,72,4,72,0,7,345
1339,36495,133,14,97,1,3,229
1340,86801,98,5,20,0,2,371
1341,52679,62,21,3,0,4,117
1342,90804,113,29,67,0,5,434
1343,22404,70,0,62,1,4,211
1344,14262,90,27,9,0,1,290
1345,36844,73,10,11,0,1,283
1346,58703,127,32,26,2,6,227
1347,65162,86,11,59,0,1,134
1348,54964,99,13,53,0,1,525
1349,61401,69,8,77,0,3,144
1350,25147,101,7,54,0,1,694
1351,73536,67,29,27,0,6,172
1352,24860,73,2,35,0,8,350
1353,65404,99,16,79,0,1,300
1354,34510,81,0,54,0,1,388
1355,37657,108,7,55,0,1,777
1356,40113,67,2,43,3,5,262
1357,20993,133,35,90,0,1,638
1358,37657,61,2,34,1,1,292
1359,83846,74,22,94,3,2,355
1360,62587,86,30,47,0,2,412
1361,37657,69,17,10,0,2,496
1362,73345,107,7,62,0,1,513
1363,37657,83,30,44,0,1,989
1364,22705,239,19,59,0,7,1294
1365,21440,135,7,19,0,1,972
1366,22627,67,19,43,0,8,321
1367,38702,101,7,32,3,3,253
1368,26790,71,4,41,0,1,340
1369,64859,96,24,11,0,8,266
1370,37657,61,31,15,0,1,479
1371,69263,81,8,12,2,1,494
1372,82655,66,8,93,0,1,316
1373,29401,65,30,56,0,4,312
1374,37657,79,5,62,0,7,379
1375,26480,63,13,17,0,3,378
1376,37657,61,34,35,1,1,292
1377,37657,83,12,21,0,5,904
1378,73268,84,18,18,0,1,93
1379,95579,67,19,78,0,2,308
1380,42142,112,1,8,0,3,396
1381,26676,112,7,96,0,1,537
1382,41279,115,1,30,0,2,251
1383,15529,273,1,64,0,9,1965
1384,37657,128,4,24,0,6,1448
1385,23170,71,21,67,0,1,340
1386,17343,63,9,92,0,5,208
1387,25854,68,24,37,0,9,396
1388,46900,66,13,59,0,1,316
1389,64125,108,3,44,0,3,369
1390,85355,71,34,47,2,2,458
1391,21604,79,14,28,0,1,379
1392,37657,107,0,62,0,2,513
1393,53998,78,5,38,5,8,414
1394,37657,73,9,94,0,2,350
1395,68776,80,28,78,0,1,87
1396,45039,96,27,94,0,2,192
1397,27658,68,4,75,0,2,160
1398,64113,117,24,32,0,2,561
1399,41829,76,11,41,0,2,416
1400,21514,62,0,59,0,2,257
1401,27722,69,3,29,0,9,331
1402,21506,151,11,42,0,4,826
1403,10312,78,10,63,0,1,486
1404,73054,106,34,36,1,2,419
1405,73775,67,14,51,0,3,321
1406,44788,61,6,48,0,2,386
1407,22510,95,19,48,0,2,456
1408,54613,213,29,62,0,5,731
1409,25965,65,23,27,0,1,329
1410,34911,105,6,31,1,1,126
1411,78618,66,7,56,0,1,225
1412,61080,66,7,41,2,9,294
1413,60415,62,10,31,0,5,72
1414,25143,66,34,38,0,1,8
1415,41045,64,9,28,1,2,394
1416,97729,95,18,21,0,1,97
1417,55702,61,13,55,0,6,151
1418,93272,95,3,54,0,1,281
1419,23665,67,19,50,0,2,404
1420,20228,101,3,43,1,2,523
1421,38713,66,31,69,4,6,316
1422,23815,73,4,47,0,2,424
1423,37657,93,15,31,3,1,446
1424,47221,99,8,79,0,1,475
1425,34495,113,27,29,0,2,389
1426,46264,62,17,75,0,1,199
1427,46051,63,16,34,0,1,302
1428,23975,128,8,39,0,1,614
1429,37657,74,4,12,4,2,580
1430,78561,74,7,50,0,1,355
1431,37657,90,4,63,0,7,432
1432,61402,63,14,56,2,1,302
1433,65090,71,28,3,0,1,73
1434,88495,108,2,83,0,1,535
1435,52797,104,14,13,1,2,88
1436,31278,92,24,95,4,1,441
1437,24177,92,4,37,1,2,441
1438,96339,68,1,44,0,1,293
1439,68164,119,27,37,2,6,222
1440,37657,71,17,57,0,5,340
1441,21603,68,11,46,2,1,326
1442,37657,63,11,20,0,2,117
1443,37657,70,5,33,1,7,524
1444,34990,65,23,73,0,1,42
1445,22849,109,5,75,0,4,523
1446,32893,63,13,14,0,1,174
1447,37657,73,24,15,0,1,350
1448,37657,111,7,25,0,3,1186
1449,26876,76,17,72,0,8,364
1450,71663,74,23,22,0,2,84
1451,37657,69,1,56,0,1,331
1452,16994,112,25,12,0,8,806
1453,64270,117,12,58,0,1,46
1454,37657,83,4,3,0,3,597
1455,37657,145,29,70,0,1,358
1456,56342,69,12,89,0,1,331
1457,37657,70,25,21,0,6,837
1458,28327,185,29,26,0,3,888
1459,95697,61,16,55,0,1,114
1460,26876,76,17,72,0,8,364
1461,37657,102,17,91,0,2,734
1462,37657,61,31,43,0,2,657
1463,32918,84,33,69,0,3,403
1464,37657,71,4,76,0,2,447
1465,63127,74,35,17,1,1,174
1466,22022,136,35,1,0,2,979
1467,51725,138,9,16,1,2,159
1468,79090,107,2,74,0,3,289
1469,39719,131,1,57,0,3,628
1470,58194,84,26,23,0,2,450
1471,61990,72,21,47,0,9,48
1472,41479,94,14,38,1,1,19
1473,97899,95,29,73,3,7,3
1474,63878,113,32,47,0,9,370
1475,68671,70,30,49,0,6,8
1476,37657,102,19,13,0,3,1178
1477,34640,117,23,54,2,1,466
1478,21959,71,0,69,0,1,340
1479,51584,69,11,98,2,2,368
1480,65744,62,9,77,0,1,166
1481,25198,118,26,36,0,4,566
1482,79663,69,14,39,0,1,263
1483,31071,111,0,57,2,1,215
1484,39452,131,6,54,0,1,398
1485,25813,61,16,97,0,8,205
1486,59965,131,7,54,0,7,905
1487,37657,63,23,90,0,1,544
1488,98701,94,22,66,0,3,79
1489,37657,121,5,94,0,8,871
1490,64388,68,9,46,0,2,12
1491,66841,62,4,73,0,1,123
1492,33738,74,6,50,1,1,304
1493,43334,95,3,72,2,1,614
1494,37657,91,13,89,0,1,245
1495,83431,84,13,33,0,1,403
1496,57647,94,3,99,0,1,451
1497,37657,79,17,4,0,3,379
1498,38210,69,25,41,0,3,383
1499,37657,67,28,72,0,2,482
1500,49734,69,3,41,0,2,154
1501,97131,64,5,80,0,6,307
1502,11689,117,7,46,0,1,561
1503,17120,125,14,95,0,1,717
1504,82157,188,5,33,0,1,1353
1505,63297,82,1,33,0,1,251
1506,66014,102,34,11,0,2,459
1507,98121,67,22,49,0,1,383
1508,93495,129,8,0,0,9,618
1509,89382,112,2,61,0,3,573
1510,97742,132,6,52,0,1,199
1511,37657,114,29,96,0,2,820
1512,37657,73,30,8,0,1,525
1513,77153,99,3,27,1,5,355
1514,94590,81,26,31,0,2,388
1515,74163,108,14,63,0,1,518
1516,40450,287,8,20,3,7,1377
1517,37657,71,8,30,0,8,511
1518,37657,99,12,77,0,4,475
1519,33243,85,13,19,0,1,24
1520,37657,64,25,80,0,1,199
1521,37657,114,33,55,0,2,820
1522,20228,101,3,43,1,2,523
1523,92801,100,24,23,0,1,407
1524,37657,69,7,45,1,2,406
1525,36845,74,14,33,0,1,355
1526,37657,63,28,82,0,2,503
1527,72330,81,2,50,2,1,126
1528,19352,65,16,0,0,1,724
1529,37657,62,13,6,5,2,297
1530,25073,79,3,84,0,2,379
1531,20261,72,4,55,0,1,345
1532,66851,92,10,70,2,2,408
1533,43860,65,15,58,0,1,156
1534,37657,180,21,68,0,1,1777
1535,48019,64,15,94,0,2,137
1536,28786,71,30,69,1,1,345
1537,22283,65,16,93,0,1,572
1538,34133,111,0,72,0,7,226
1539,60880,119,25,89,0,2,109
1540,37657,196,5,59,2,1,940
1541,48115,192,15,67,0,5,1382
1542,32017,62,9,10,2,7,297
1543,58518,136,17,9,0,3,323
1544,61542,67,33,83,0,6,321
1545,56761,73,31,80,1,1,85
1546,22976,66,19,33,0,4,345
1547,37657,72,14,29,0,2,709
1548,37657,62,8,98,0,2,446
1549,37657,66,20,53,0,2,315
1550,44428,104,17,61,0,2,499
1551,52361,102,13,78,0,1,645
1552,32435,297,24,68,0,1,1767
1553,40272,86,8,64,0,1,23
1554,30492,61,32,68,0,2,171
1555,51524,244,6,30,0,3,1171
1556,36635,63,20,28,0,1,302
1557,83389,65,5,57,0,3,209
1558,63035,153,20,97,0,2,734
1559,61638,82,3,55,2,1,544
1560,21073,106,25,54,1,3,508
1561,37657,68,19,2,3,2,326
1562,37657,82,26,12,0,9,192
1563,37657,74,23,64,0,2,532
1564,86811,102,19,22,0,5,489
1565,72517,82,33,27,0,2,371
1566,37657,77,2,71,0,9,554
1567,84424,66,18,71,0,9,231
1568,43383,109,7,60,0,8,757
1569,96306,95,12,17,1,6,185
1570,37657,61,18,15,0,8,292
1571,65134,112,28,48,0,1,529
1572,94125,109,33,21,0,2,341
1573,39778,112,23,49,0,2,806
1574,37657,101,3,32,0,1,727
1575,91871,102,5,3,0,2,346
1576,54000,66,15,45,0,1,373
1577,57709,125,10,26,0,1,600
1578,81132,107,19,52,0,1,419
1579,22926,93,1,99,0,2,479
1580,37657,72,15,91,2,2,345
1581,69205,110,20,56,0,6,372
1582,78011,138,14,42,0,3,619
1583,32931,62,16,45,0,1,297
1584,99517,109,2,93,0,3,239
1585,59665,62,33,3,1,1,167
1586,28082,64,9,63,0,1,578
1587,91099,107,14,37,0,3,406
1588,28013,91,16,13,0,1,655
1589,55478,71,7,1,0,2,339
1590,22568,88,31,63,0,6,422
1591,37657,112,11,3,0,1,806
1592,39335,201,0,11,0,2,964
1593,37657,66,0,10,0,1,508
1594,37657,72,12,70,0,3,345
1595,58842,110,6,74,0,1,528
1596,37657,69,15,73,0,2,678
